Nr	TID	PID	x [micron]	y [micron]	t [sec]	c [idx]	I [val]	Len [micron]	D2S [micron]	D2R [micron]	D2P [micron]	v [micron/sec]	? [deg]	?? [deg]
1	1	1	18.727	18.847	0	2	74	0	0	NA	NA	NA	NA	NA
2	1	2	18.907	18.907	0	2	55	0.19	0.19	NA	0.19	NA	18.435	NA
3	1	3	18.907	18.667	0	2	9	0.431	0.255	NA	0.241	NA	-90	-108.435
4	1	4	18.907	18.727	0	2	83	0.491	0.217	NA	0.06	NA	90	180
5	1	5	18.847	18.787	0	2	74	0.576	0.135	NA	0.085	NA	135	45
6	1	6	18.787	18.847	0	2	18	0.661	0.06	NA	0.085	NA	135	0
7	1	7	18.787	18.847	0	2	74	0.661	0.06	NA	0	NA	0	-135
8	1	8	18.787	18.967	0	2	46	0.782	0.135	NA	0.12	NA	90	90
9	1	9	18.787	18.967	0	2	65	0.782	0.135	NA	0	NA	0	-90
10	1	10	19.028	19.088	0	2	37	1.051	0.385	NA	0.269	NA	26.565	26.565
11	1	11	19.028	19.148	0	2	18	1.111	0.425	NA	0.06	NA	90	63.435
12	1	12	19.088	19.328	0	2	18	1.301	0.602	NA	0.19	NA	71.565	-18.435
13	1	13	19.268	19.268	0	2	37	1.491	0.686	NA	0.19	NA	-18.435	-90
14	1	14	19.268	19.268	0	2	55	1.491	0.686	NA	0	NA	0	18.435
15	1	15	19.268	19.268	0	2	83	1.491	0.686	NA	0	NA	0	0
16	1	16	19.389	19.328	0	2	83	1.626	0.818	NA	0.135	NA	26.565	26.565
17	1	17	19.268	19.268	0	2	46	1.76	0.686	NA	0.135	NA	-153.435	-180
18	1	18	19.268	19.268	0	2	9	1.76	0.686	NA	0	NA	0	153.435
19	1	19	19.629	18.967	0	2	55	2.23	0.91	NA	0.47	NA	-39.806	-39.806
20	1	20	20.05	19.088	0	2	55	2.668	1.345	NA	0.438	NA	15.945	55.751
21	1	21	19.99	19.148	0	2	46	2.753	1.299	NA	0.085	NA	135	119.055
22	1	22	19.689	19.208	0	2	65	3.06	1.028	NA	0.307	NA	168.69	33.69
23	1	23	19.689	19.328	0	2	9	3.181	1.076	NA	0.12	NA	90	-78.69
24	1	24	19.449	19.268	0	2	18	3.429	0.836	NA	0.248	NA	-165.964	104.036
25	1	25	19.509	19.569	0	2	55	3.735	1.064	NA	0.307	NA	78.69	-115.346
26	1	26	19.629	19.509	0	2	27	3.87	1.119	NA	0.135	NA	-26.565	-105.255
27	1	27	19.449	19.449	0	2	9	4.06	0.94	NA	0.19	NA	-161.565	-135
28	1	28	19.449	19.449	0	2	46	4.06	0.94	NA	0	NA	0	161.565
29	1	29	19.509	19.509	0	2	27	4.145	1.025	NA	0.085	NA	45	45
30	1	30	19.389	19.569	0	2	65	4.28	0.979	NA	0.135	NA	153.435	108.435
31	1	31	19.449	19.569	0	2	0	4.34	1.021	NA	0.06	NA	0	-153.435
32	1	32	19.449	19.569	0	2	27	4.34	1.021	NA	0	NA	0	0
33	1	33	19.449	19.569	0	2	37	4.34	1.021	NA	0	NA	0	0
34	1	34	19.689	19.449	0	2	9	4.609	1.135	NA	0.269	NA	-26.565	-26.565
35	1	35	19.689	19.328	0	2	27	4.729	1.076	NA	0.12	NA	-90	-63.435
36	1	36	19.569	19.328	0	2	37	4.85	0.97	NA	0.12	NA	180	-90
37	1	37	19.509	19.328	0	2	27	4.91	0.918	NA	0.06	NA	180	0
38	1	38	19.509	19.328	0	2	55	4.91	0.918	NA	0	NA	0	-180
39	1	39	19.629	18.967	0	2	9	5.29	0.91	NA	0.381	NA	-71.565	-71.565
40	1	40	19.689	18.907	0	2	18	5.376	0.965	NA	0.085	NA	-45	26.565
41	1	41	19.509	19.569	0	2	27	6.062	1.064	NA	0.686	NA	105.255	150.255
42	1	42	19.689	19.569	0	2	37	6.242	1.203	NA	0.18	NA	0	-105.255
43	1	43	19.75	19.569	0	2	37	6.302	1.252	NA	0.06	NA	0	0
44	1	44	20.111	19.689	0	2	27	6.683	1.62	NA	0.381	NA	18.435	18.435
45	1	45	20.111	19.689	0	2	9	6.683	1.62	NA	0	NA	0	-18.435
46	1	46	20.231	19.689	0	2	0	6.803	1.724	NA	0.12	NA	0	0
47	1	47	20.351	19.689	0	2	0	6.923	1.83	NA	0.12	NA	0	0
48	1	48	20.231	19.449	0	2	0	7.192	1.62	NA	0.269	NA	-116.565	-116.565
49	1	49	20.231	19.449	0	2	55	7.192	1.62	NA	0	NA	0	116.565
50	1	50	20.592	19.449	0	2	65	7.553	1.96	NA	0.361	NA	0	0
51	2	1	20.111	21.615	0	2	18	0	0	NA	NA	NA	NA	NA
52	2	2	20.111	21.615	0	2	27	0	0	NA	0	NA	0	NA
53	2	3	20.05	21.855	0	2	27	0.248	0.248	NA	0.248	NA	104.036	104.036
54	2	4	20.111	22.096	0	2	18	0.496	0.481	NA	0.248	NA	75.964	-28.072
55	2	5	20.111	22.036	0	2	27	0.556	0.421	NA	0.06	NA	-90	-165.964
56	2	6	20.291	21.916	0	2	18	0.773	0.351	NA	0.217	NA	-33.69	56.31
57	2	7	20.411	21.615	0	2	27	1.097	0.301	NA	0.324	NA	-68.199	-34.509
58	2	8	20.652	21.916	0	2	27	1.482	0.619	NA	0.385	NA	51.34	119.539
59	2	9	20.652	21.916	0	2	37	1.482	0.619	NA	0	NA	0	-51.34
60	2	10	20.893	21.916	0	2	18	1.723	0.838	NA	0.241	NA	0	0
61	2	11	20.953	21.916	0	2	27	1.783	0.894	NA	0.06	NA	0	0
62	2	12	21.194	21.795	0	2	27	2.052	1.098	NA	0.269	NA	-26.565	-26.565
63	2	13	20.893	21.855	0	2	55	2.359	0.818	NA	0.307	NA	168.69	-164.745
64	2	14	20.712	21.916	0	2	27	2.549	0.673	NA	0.19	NA	161.565	-7.125
65	2	15	20.712	21.855	0	2	18	2.61	0.648	NA	0.06	NA	-90	108.435
66	2	16	20.833	21.615	0	2	18	2.879	0.722	NA	0.269	NA	-63.435	26.565
67	2	17	20.532	21.314	0	2	18	3.304	0.518	NA	0.425	NA	-135	-71.565
68	2	18	20.532	21.314	0	2	27	3.304	0.518	NA	0	NA	0	135
69	2	19	21.133	21.374	0	2	37	3.909	1.051	NA	0.605	NA	5.711	5.711
70	2	20	21.133	21.374	0	2	37	3.909	1.051	NA	0	NA	0	-5.711
71	2	21	21.254	21.374	0	2	55	4.029	1.168	NA	0.12	NA	0	0
72	2	22	21.314	21.434	0	2	0	4.114	1.217	NA	0.085	NA	45	45
73	2	23	21.374	21.434	0	2	55	4.174	1.276	NA	0.06	NA	0	-45
74	2	24	21.374	21.434	0	2	18	4.174	1.276	NA	0	NA	0	0
75	2	25	21.374	21.434	0	2	27	4.174	1.276	NA	0	NA	0	0
76	2	26	21.314	21.434	0	2	27	4.235	1.217	NA	0.06	NA	180	180
77	2	27	21.314	21.434	0	2	18	4.235	1.217	NA	0	NA	0	-180
78	2	28	21.254	21.434	0	2	18	4.295	1.157	NA	0.06	NA	180	180
79	2	29	21.254	21.434	0	2	37	4.295	1.157	NA	0	NA	0	-180
80	2	30	20.532	21.374	0	2	46	5.019	0.485	NA	0.724	NA	-175.236	-175.236
81	2	31	20.532	21.555	0	2	9	5.2	0.425	NA	0.18	NA	90	-94.764
82	2	32	20.772	21.494	0	2	9	5.448	0.673	NA	0.248	NA	-14.036	-104.036
83	2	33	20.592	21.494	0	2	55	5.628	0.496	NA	0.18	NA	180	-165.964
84	2	34	20.532	21.494	0	2	18	5.688	0.438	NA	0.06	NA	180	0
85	2	35	20.592	21.374	0	2	18	5.823	0.538	NA	0.135	NA	-63.435	116.565
86	2	36	20.592	21.254	0	2	27	5.943	0.602	NA	0.12	NA	-90	-26.565
87	2	37	20.833	20.712	0	2	37	6.536	1.156	NA	0.593	NA	-66.038	23.962
88	2	38	20.833	20.712	0	2	18	6.536	1.156	NA	0	NA	0	66.038
89	2	39	20.833	20.712	0	2	65	6.536	1.156	NA	0	NA	0	0
90	2	40	21.254	20.05	0	2	9	7.32	1.938	NA	0.784	NA	-57.529	-57.529
